Organization Name,Email,Emailed?,Instagram,DM?,Facebook,
Net Impact at Haas,netimpact-haas@berkeley.edu,,N/A,FALSE,https://www.facebook.com/groups/HaasSocialImpact/,
Net Impact Berkeley,net-impact@berkeley.edu,,https://www.instagram.com/netimpactberkeley/,FALSE,https://www.facebook.com/nib.berkeley.edu,
NeuroNet,N/A,,N/A,FALSE,N/A,
NewSpace at Berkeley,info@newspaceatberkeley.org,,https://www.instagram.com/newspaceatberkeley/,FALSE,N/A,
Next Generation Consulting at Berkeley,ngcberkeley@gmail.com,,https://www.instagram.com/ngcberkeley/,FALSE,https://www.facebook.com/ngcberkeley/,
Nigerian Students Association,nsa.ucb@gmail.com,,https://www.instagram.com/ucberkeleynsa/?hl=en,FALSE,https://www.facebook.com/NSACAL,
Nikkei Choral Ensemble,nikkeichoralensemble@gmail.com,,https://www.instagram.com/nikkeichoralensemble/,FALSE,https://www.facebook.com/nikkeichoralensemble,
Nikkei Student Union,berkeleynsu@gmail.com,,https://www.instagram.com/berkeleynsu/,FALSE,https://www.facebook.com/groups/NikkeiStudentUnion/?ref=br_rs,
NODE,N/A,,N/A,FALSE,N/A,
"Noetherian Ring, The",nring@math.berkeley.edu,,N/A,FALSE,N/A,
Not Your Grandmother's Cross Stitch,ainsliec@berkeley.edu,,N/A,FALSE,N/A,
Nuclear Is Clean Energy Club,N/A,,N/A,FALSE,N/A,
Nuclear Policy Working Group,Jacob.Sebastian@Berkeley.edu,,N/A,FALSE,https://www.facebook.com/UC-Berkeley-Nuclear-Policy-Working-Group-909374515847893/,
Nukids Nubies,N/A,,N/A,FALSE,N/A,
NutrigenomX at Berkeley,nutrigenomxberkeley@gmail.com,,N/A,FALSE,https://www.facebook.com/NutrigenomX/,
Oakland Asian Student Educational Services,oases@ebayc.org,,https://www.instagram.com/oasesatucberkeley/,FALSE,https://www.facebook.com/OasesAtUcBerkeley,
Ocean Society of Berkeley,caloceansociety@gmail.com,,https://www.instagram.com/caloceansociety/,FALSE,https://www.facebook.com/groups/oceansociety/,
Odd Yard Zine,nhowa@berkeley.edu,,https://www.instagram.com/oddyardzine/?igshid=NzNkNDdiOGI%3D,FALSE,N/A,
Older Wiser Law Students of Berkeley,berkeley.owls@gmail.com,,N/A,FALSE,N/A,
"Omega Psi Phi Fraternity, Inc.",epsilonmuques1911@gmail.com,,N/A,FALSE,https://www.facebook.com/groups/56854337861/,
"Omniscient Tutor, The",support@itot.berkeley.edu,,https://www.instagram.com/itot_app/,FALSE,https://www.facebook.com/theomniscienttutor,
Open Project,openprojectberkeley@gmail.com,,https://www.instagram.com/openprojectberkeley/,FALSE,N/A,
Open Science @ Berkeley,N/A,,N/A,FALSE,N/A,
Opera Studies & Praxis,N/A,,N/A,FALSE,N/A,
Optimir Consulting,optimirconsulting@gmail.com,,N/A,FALSE,https://www.facebook.com/optimirconsulting/?fref=ts,
Optometric Business Management Club of Berkeley (formerly known as Private Practice Club of Berkeley),ucbso.obm@gmail.com,,https://www.instagram.com/obm_berkeley/,FALSE,https://www.facebook.com/groups/147360655353374/,
Optometric Student Association,ucosa.president@gmail.com,,N/A,FALSE,N/A,
Optometry Class of 2023 at Berkeley (formerly Optometry Class of 2019),ucosa.2023classpres@gmail.com,,N/A,FALSE,N/A,
Optometry Class of 2024 at Berkeley,N/A,,N/A,FALSE,N/A,
Optometry Class of 2025 at Berkeley (Formerly Optometry Class of 2021 at Berkeley),ucosa.2025classpres@gmail.com,,https://www.instagram.com/berkeleyoptometry2025/,FALSE,,
Optometry Class of 2026 at Berkeley,ucosa.2022ClassPres@gmail.com,,N/A,FALSE,N/A,
Organization of Jewish Graduate Students,emily_rosenthal@berkeley.edu,,N/A,FALSE,https://www.facebook.com/groups/968729436522757/,
Orthodox Christian Fellowship at Berkeley,ocfberkeley@gmail.com,,https://www.instagram.com/berkeley_ocf/,FALSE,https://www.facebook.com/people/Ocf-Berkeley/100001477367478,
Our Monologues (formerly V-Day at Berkeley),ourmons@berkeley.edu,,https://www.instagram.com/OURMONOLOGUES/,FALSE,https://www.facebook.com/OurMonsUCB/,
Out for Business at Berkeley,o4batberkeley@gmail.com,,https://www.instagram.com/o4batberkeley/,FALSE,https://www.facebook.com/o4batberkeley,
"Out in Science, Technology, Engineering, and Mathematics",ostemberkeley@gmail.com,,https://www.instagram.com/ostem.ucb/,FALSE,https://www.facebook.com/oSTEMBerkeley,
Outdoor Photography Society at Berkeley,opsb.berkeley@gmail.com,,https://www.instagram.com/outdoorphotographyatberkeley/,FALSE,N/A,
Outlet,outlet.berkeley@gmail.com,,https://www.instagram.com/outlet.berkeley/,FALSE,N/A,
Outsiders,kalkats@berkeley.edu,,https://www.instagram.com/ucberkeleyoutsiders/,FALSE,N/A,
Overwatch at Berkeley,N/A,,N/A,FALSE,https://www.facebook.com/groups/602511853231879,
Pakistani Student Association,berkeleypsa@gmail.com,,https://www.instagram.com/psaucberkeley/,FALSE,https://www.facebook.com/berkeleypsa,
Palate,connectpalate@gmail.com,,N/A,FALSE,N/A,
Paleontological Society of Berkeley,paleoberkeley@gmail.com,,https://www.instagram.com/paleoberkeley/,FALSE,https://www.facebook.com/profile.php?id=100063941896130,
Palestine Advocacy Legal Assistance Project,pala@berkeley.edu,,N/A,FALSE,N/A,
Palestinian Public Health at UC Berkeley,palestinianpublichealth@gmail.com,,https://www.instagram.com/palestinianpublichealth/,FALSE,https://www.facebook.com/ucb.pph,
Panel to the People,ucb.panel2people@gmail.com,,https://www.instagram.com/ucbpanel2people/?igshid=13nv9hnocnrt5,FALSE,N/A,
Panhellenic Council (PHC),phc.hrc@calgreeks.com,,https://www.instagram.com/calphc/,FALSE,https://www.facebook.com/CalPHC?fref=ts,
Paper Crane,papercrane.berkeley@gmail.com,,https://www.instagram.com/papercraneatberkeley/,FALSE,https://www.facebook.com/PaperCraneBerkeley/,
Papers We Love at Berkeley,sauravsuresh@berkeley.edu,,N/A,FALSE,N/A,
Paragon Consulting at Berkeley,ucb.paragon.consulting@gmail.com,,https://www.instagram.com/calparagonconsulting/,FALSE,N/A,
Parliamentary Debate at Berkeley,calparli@gmail.com,,https://www.instagram.com/calparli/,FALSE,https://www.facebook.com/ParliDebateAtBerkeley/,
Partners In Health Engage at Berkeley,pih.engage.ucberkeley@gmail.com,,https://www.instagram.com/piheberkeley/,FALSE,N/A,
Partnership for Pre-Professional Pilipinxs,ucberkeleyp4@gmail.com,,https://www.instagram.com/ucberkeleyp4/,FALSE,https://www.facebook.com/ucbp4/,
Patient Advocacy Student Group,christineqw@berkeley.edu,,https://www.instagram.com/pasg.ucb/,FALSE,https://www.facebook.com/PASG.ucb,
Paws for Mental Health (Formerly De-Stress with Dogs),pmh.berkeley@gmail.com,,https://www.instagram.com/pmh.berkeley/,FALSE,https://www.facebook.com/pawsformentalhealth/,
Paws Up,pawsupberkeley@gmail.com,,https://www.instagram.com/pawsup_2022/,FALSE,https://www.facebook.com/pawsupberkeley/,
Payment for Placements at Berkeley,p4p.berkeley@gmail.com,,N/A,FALSE,N/A,
Peer Wellness Coalition,peerwellnesscoalition@gmail.com,,https://www.instagram.com/peerwellnesscoalition/,FALSE,N/A,
Perennial: The Undergraduate Environmental Journal of Berkeley,calperennial@gmail.com,,https://www.instagram.com/calperennial/,FALSE,https://www.facebook.com/calperennial/,
Perfect Fifth,perfectfifthberkeley@gmail.com,,N/A,FALSE,N/A,
"PERIOD Project at Berkeley, The",period.berkeley@gmail.com,,https://www.instagram.com/period.berkeley/,FALSE,https://www.facebook.com/period.project.berkeley,
Perspective Magazine,info@perspective.berkeley.edu,,N/A,FALSE,https://www.facebook.com/perspectiveucberkeley,
Phalanx: Pre-Medical Consulting,phalanxpremed@gmail.com,,N/A,FALSE,N/A,
PhD Consulting Club at Berkeley,phdconsultingclub@gmail.com,,N/A,FALSE,N/A,
"Phi Alpha Delta Law Fraternity, International",president.berkeleypad@gmail.com,,https://www.instagram.com/berkeleypad/,FALSE,https://www.facebook.com/berkeleyPAD,
Phi Alpha Theta,phat.berkeley@gmail.com,,https://www.instagram.com/phialphatheta_cal/,FALSE,https://www.facebook.com/groups/phatberkeley/,
Phi Chi Pre-Health Fraternity,berkeleyphichi@gmail.com,,,FALSE,https://www.facebook.com/berkeleyphichi,
Phi Delta Epsilon,berkeleyphide@gmail.com,,https://www.instagram.com/phideberkeley/,FALSE,https://www.facebook.com/phideberkeley?fref=ts,
Phi Delta Theta,N/A,,N/A,FALSE,N/A,
Phi Kappa Psi,calphipsi@gmail.com,,https://www.instagram.com/calphipsi/,FALSE,https://www.facebook.com/calphipsi,
Phi Kappa Sigma,calphikapp@gmail.com,,N/A,FALSE,N/A,
Phi Kappa Tau,colinsnyder3@berkeley.edu,,https://www.instagram.com/calphitau/?hl=en,FALSE,N/A,
Phi Lambda Rho,N/A,,N/A,FALSE,N/A,
Phi Sigma Rho,calphirho@gmail.com,,https://www.instagram.com/calphirho/,FALSE,N/A,
Philosophy Forum,laurenelaine@berkeley.edu,,N/A,FALSE,laurenelaine@berkeley.edu,
Phoenix Consulting Group,recruiting.ucbphoenixconsult@gmail.com,,https://www.instagram.com/pcgberkeley/,FALSE,https://www.facebook.com/ucbpcg,
Phoenix Symphony at Berkeley,phoenixsymphonyab@gmail.com,,N/A,FALSE,https://www.facebook.com/phoenixsymphony,
Photographers at Berkeley,info@pab.berkeley.edu,,https://www.instagram.com/photographersatberkeley/?hl=en,FALSE,N/A,
Pi Beta Phi,cabeta@pibetaphi.org,,https://www.instagram.com/calpiphi/,FALSE,N/A,
Pi Kappa Alpha,N/A,,N/A,FALSE,N/A,
Pi Kappa Phi,pikappcal@gmail.com,,https://www.instagram.com/calpikapp/?hl=en,FALSE,https://www.facebook.com/cal.pikapp/,
Pi Lambda Phi,rexcalpilam@gmail.com,,N/A,FALSE,https://www.facebook.com/pilamberkeley,
Pi Sigma Alpha - Iota Chapter,berkeleypisigmaalpha@gmail.com,,https://www.instagram.com/pisigmaalpha_iota/,FALSE,https://www.facebook.com/pisigmaalphaberkeley/,
Pi Sigma Epsilon,berkeleypse.president@gmail.com,,https://www.instagram.com/berkeleypse/,FALSE,https://www.facebook.com/berkeleyPSE/,
Pi Tau Sigma,ucberkeleypts@gmail.com,,N/A,FALSE,N/A,
Pilipino American Alliance,paa.chair@gmail.com,,https://www.instagram.com/ucbpaa/?hl=en,FALSE,https://www.facebook.com/UCBerkeleyPAA,
Pilipino American Graduate Student Association,pagasagrads@lists.berkeley.edu,,N/A,FALSE,N/A,
Pilipino Association for Health Careers,pahc.exec@gmail.com,,https://www.instagram.com/ucbpahc/,FALSE,https://www.facebook.com/ucbpahc?fref=ts,
Pilipino Basketball Association,ucbpba.exec@gmail.com,,N/A,FALSE,https://www.facebook.com/groups/552142524951903,
Pilipinx Academic Student Services,passexecutive@gmail.com,,https://www.instagram.com/ucbpass/,FALSE,https://www.facebook.com/ucbpass/,
"Pilipinx Association of Scientists, Architects, and Engineers",general@pasae.berkeley.edu,,https://www.instagram.com/ucb.pasae/,FALSE,https://www.facebook.com/ucbpasae,
Pioneers in Engineering,recruiting@pioneers.berkeley.edu,,https://www.instagram.com/pierobotics/,FALSE,https://www.facebook.com/pierobotics,
Plaintiffs' Law Association,pla.law@berkeley.edu,,N/A,FALSE,N/A,
Planned Parenthood GenAction at Berkeley,N/A,,https://www.instagram.com/ppgaucb/?igshid=YmMyMTA2M2Y%3D,FALSE,,
Planning Students Association,danieladrian@berkeley.edu,,N/A,FALSE,N/A,
Plant & Microbial Biology Graduate Student Group,N/A,,N/A,FALSE,N/A,
Planty Social,N/A,,https://www.instagram.com/plantysocialatberkeley/,FALSE,https://www.facebook.com/groups/2219750134749823/,
PlexTech,info@plextech.berkeley.edu,,https://www.instagram.com/plextech.berkeley/,FALSE,https://www.facebook.com/PlexTechBerkeley/,
Pointe of Berkeley,pointe.berkeley@gmail.com,,https://www.instagram.com/pointe.berkeley/,FALSE,https://www.facebook.com/Pointe.Berkeley/,
Pokemon Club at Berkeley,pokemonclubcal@gmail.com,,N/A,FALSE,https://www.facebook.com/groups/10150147692100557/,
Poker at Berkeley,pokeratberkeley@gmail.com,,https://www.instagram.com/pokeratberkeley/,FALSE,N/A,
Police Review Project,berkeleypolicereviewproject@law.berkeley.edu,,N/A,FALSE,N/A,
Policy Debate (Cal Debate),tsantaylor@gmail.com,,N/A,FALSE,N/A,
Policy Review at Berkeley,policyreviewberkeley@gmail.com,,N/A,FALSE,https://www.facebook.com/PolicyReviewBerkeley/?fb_dtsg_ag=Adxks8WXrTEVKuKPRAI9xbGearMbaOrK8leHaqvo2aWL6g%3AAdzKxVCANOmr3vqQLqI528Cuga-6BU7TpFoNJjz7EZNuJw,
Polish Club of Berkeley,info@polishclub.berkeley.edu,,N/A,FALSE,https://www.facebook.com/groups/417964068367481/,
Political & Advocacy Organization Category (undergraduate) - Advised by Millicent Morris Chaney,lead@berkeley.edu,,https://www.instagram.com/theleadcenter/,FALSE,https://www.facebook.com/LEADCenter,
Political and Election Empowerment Project,juliawang@berkeley.edu,,N/A,FALSE,N/A,
Political Computer Science,pcs.berkeley@gmail.com,,https://www.instagram.com/pcs_berkeley/,FALSE,https://www.facebook.com/PCSatBerkeley/,
"Post-Conviction Advocacy Project, The",p-cap@berkeley.edu,,N/A,FALSE,N/A,
Potluck Club,ucbpotluck@gmail.com,,https://www.instagram.com/calpotluckclub/,FALSE,N/A,
Power of a Princess,powerofaprincessberkeley@gmail.com,,https://www.instagram.com/power_of_a_princess/?hl=en,FALSE,https://www.facebook.com/powerofaprincess/,
POWER-Bay Area: Physical science Opportunities for Women in Education and Research,,,N/A,FALSE,N/A,
Pre-Law Review at Berkeley,calprelawreview@gmail.com,,https://www.instagram.com/calprelawreview/,FALSE,https://www.facebook.com/calprelawreview,
Pre-Medical Honor Society,ucberkeleypmhs@gmail.com,,https://www.instagram.com/ucbpmhs/,FALSE,https://www.facebook.com/groups/ucbpmhs/,
Pre-Nursing Society,prenursingsociety@gmail.com,,https://www.instagram.com/ucberkeleypns/,FALSE,https://www.facebook.com/PNSatCal,
Pre-PA Club at Berkeley,Prepaberkeley@gmail.com,,https://www.instagram.com/prepaberkeley/?utm_medium=copy_link,FALSE,https://www.facebook.com/profile.php?id=100070488130750,
"Pre-Pharmacy Informational, Learning and Leadership Society",pills.prepharmacy@gmail.com,,https://www.instagram.com/ucberkeley_pills/?hl=en,FALSE,https://www.facebook.com/groups/191035504293239/,
PreDental Society,calpredentalsociety@gmail.com,,https://www.instagram.com/cal.pds/?hl=en,FALSE,https://www.facebook.com/calpds/?fref=ts,
Privacy Law at Berkeley,privlab@berkeley.edu,,https://www.instagram.com/berkeleyprivacylaw/?hl=en,FALSE,N/A,
Pro Bonotes A Cappella,berkeleyprobonotes@gmail.com,,N/A,FALSE,N/A,
Product Space,contact@product.berkeley.edu,,https://www.instagram.com/calproductspace/,FALSE,https://www.facebook.com/productspaceucb/,
Professionally Personable: Bridging the Gaps,saaratayani@berkeley.edu,,N/A,FALSE,N/A,
Project Lux at Berkeley,N/A,,N/A,FALSE,N/A,
"Project RISHI, The Berkeley Chapter",ucberkeley@projectrishi.org,,https://www.instagram.com/ucbprojectrishi/,FALSE,https://www.facebook.com/ucbprojectrishi/,
Project Spreading Multiculturalism and Inspiring Leadership through Education,psmileinfo@gmail.com,,https://www.instagram.com/ucbpsmile/,FALSE,https://www.facebook.com/CALProjectSMILE,
Project Sunshine at Berkeley,N/A,,N/A,FALSE,N/A,
Prytanean Women's Honor Society,N/A,,N/A,FALSE,N/A,
Psi Chi,psichi@berkeley.edu,,N/A,FALSE,N/A,
Psychedelic Science at Berkeley,ucbpsychedelics@gmail.com,,https://www.instagram.com/ucb.psychedelic.science/,FALSE,https://www.facebook.com/groups/207983957192068,
Public Health Advocate,editorialboard@pha.berkeley.edu,,N/A,FALSE,https://www.facebook.com/publichealthadvocate,
Public Health Law at Berkeley,N/A,,N/A,FALSE,N/A,
Publications Group Category (undergraduate) - Advised by Millicent Morris-Chaney,lead@berkeley.edu,,https://www.instagram.com/theleadcenter/,FALSE,https://www.facebook.com/LEADCenter,
Puente at Berkeley,puenteatberkeley@gmail.com,,N/A,FALSE,N/A,
Puerto Rico Se Levanta,ramgils@berkeley.edu,,N/A,FALSE,https://www.facebook.com/AlternativeBreaksPuertoRico,
Punjabi Art Collective,punjabiartcollective@gmail.com,,https://www.instagram.com/punjabiartcollective/,FALSE,N/A,
Q at Haas,N/A,,https://www.instagram.com/qathaas/,FALSE,N/A,
Quantum Computing at Berkeley,sduthaluru@berkeley.edu,,N/A,FALSE,https://www.facebook.com/qcberkeley/,
Queeks,queekscal@gmail.com,,https://www.instagram.com/calqueeks/,FALSE,N/A,
Queer + Allied Pre-Health / Pre-Medical Association,berkeleyqappa@gmail.com,,https://www.instagram.com/qappaberkeley/,FALSE,N/A,
Queer Alliance & Resource Center,board@qarc.berkeley.edu,,https://www.instagram.com/ucbqarc/,FALSE,https://www.facebook.com/queeratberkeley/,
Queer and Trans Geographers of Berkeley,samstein@berkeley.edu,,N/A,FALSE,N/A,
Queer and/or Women’s Anime Association,N/A,,https://www.instagram.com/calgekkou/,FALSE,N/A,
Queer Grads,calqueergrads@berkeley.edu,,N/A,FALSE,https://www.facebook.com/groups/queergrads,
Queering Public Health,queersph@berkeley.edu,,N/A,FALSE,N/A,
Queers in Computer Science and Engineering,qicse@lists.eecs.berkeley.edu,,N/A,FALSE,N/A,
Queers United in Revolutionary Subversion,QUIRS.BL@gmail.com,,N/A,FALSE,N/A,
qui parle: Critical Humanities and Social Sciences,zhicks@berkeley.edu,,N/A,FALSE,https://www.facebook.com/quiparlejournal/,
Quidditch League at Berkeley,captains.calquidditch@gmail.com,,https://www.instagram.com/calquidditch/?hl=en,FALSE,https://www.facebook.com/calquidditch,
Quiz Bowl Club,vrohan@berkeley.edu,,N/A,FALSE,N/A,
Ra-On,raon.staff@gmail.com,,https://www.instagram.com/raon.cal/,FALSE,https://www.facebook.com/RaOn.Cal/,
Raas Ramzat,ucb.raasramzat@gmail.com,,https://www.instagram.com/ucb.raasramzat/,FALSE,https://www.facebook.com/calraas/,
Rainbow 6 at Berkeley,N/A,,N/A,FALSE,N/A,
Raíces Recruitment and Retention Center (formerly Raza Recruitment and Retention Center),executive@raices.berkeley.edu,,https://www.instagram.com/theraicescenter/,FALSE,https://www.facebook.com/RaicesRRC,
REACH! Asian Pacific American Recruitment and Retention Center,ucb.reachcore@gmail.com,,https://www.instagram.com/cal.reach/?hl=en,FALSE,https://www.facebook.com/ucbreach,
Recreational Organizations Category (undergraduate) - Advised by Millicent Morris-Chaney,lead@berkeley.edu,,https://www.instagram.com/theleadcenter/,FALSE,https://www.facebook.com/LEADCenter,
Redefine Her Street at Berkeley,redefineherstreetberkeley@gmail.com,,https://www.instagram.com/redefineherstreetberkeley/?hl=en,FALSE,https://www.facebook.com/redefineherstreetberkeley,
Reentry Advocacy Project,reentryadvocacy@berkeley.edu,,N/A,FALSE,N/A,
Reformed University Fellowship,John.Kong@ruf.org,,https://www.instagram.com/rufberkeley/,FALSE,https://www.facebook.com/groups/2230342340/,
Regenerative Biology at Berkeley,ronitnath@berkeley.edu,,N/A,FALSE,N/A,
Regents' and Chancellor's Scholars Association,berkeleyrcsa@gmail.com,,https://www.instagram.com/calrcsa/,FALSE,https://www.facebook.com/CalRCSA,
Reinnervate,reinnervate@gmail.com,,https://www.instagram.com/reinnervate_/,FALSE,https://www.facebook.com/reinnervate,
Renters' Legal Assistance (Formerly ASUC Renters' Legal Assistance),asucrlastaff@gmail.com,,N/A,FALSE,https://www.facebook.com/renterslegalassistance/,
Reproductive Justice Project,reproductivejusticeproject@berkeley.edu,,N/A,FALSE,N/A,
Republican Jewish Coalition,N/A,,N/A,FALSE,N/A,
Residence Hall Assembly,rha@berkeley.edu,,https://www.instagram.com/berkeleyrha/,FALSE,https://www.facebook.com/BerkeleyRHA/,
ReUSE,ucberkeleyreuse@gmail.com,,https://www.instagram.com/reuseberkeley/,FALSE,https://www.facebook.com/ReUSEberkeley,
Review of Human Rights at Berkeley,rightsstuff.ucb@gmail.com,,N/A,FALSE,https://www.facebook.com/WeRightsStuff/,
Rhythm at Berkeley,osu@berkeley.edu,,N/A,FALSE,N/A,
Riot Games at Berkeley,berkeleyleagueoflegends@gmail.com,,https://www.instagram.com/berkeleylegends/,FALSE,https://www.facebook.com/riotgamesatberkeley,
RoboBears,calrobobears@gmail.com,,https://www.instagram.com/calrobobears/,FALSE,https://www.facebook.com/calrobobears/,
Rocket League at Berkeley,14neil@berkeley.edu,,https://www.instagram.com/rl_berkeley/,FALSE,N/A,
Room One Thousand,roomonethousand@gmail.com,,https://www.instagram.com/roomonethousand/?hl=en,FALSE,N/A,
Rubik's Cube Club at Berkeley,berkeleycubeclub@gmail.com,,N/A,FALSE,https://www.facebook.com/BerkeleyCubeClub/,
Russian Speaking Student Association,N/A,,N/A,FALSE,https://www.facebook.com/BerkeleyRSA/,
SAAS [Formerly Student Association for Applied Statistics],saas.berkeley@gmail.com,FALSE,https://www.instagram.com/saasberkeley/,FALSE,http://facebook.com/saasberkeley,
SACNAS for Graduate Students at Berkeley,berkeley.sacnas@gmail.com,FALSE,https://www.instagram.com/ucberkeley.sacnas/,FALSE,https://www.facebook.com/groups/BerkeleySACNAS/,
"Sage Mentorship Project, The",president@sagementorship.org,FALSE,https://www.instagram.com/sagementorship/?hl=en,FALSE,http://www.facebook.com/sagementorshipproject,
Sahaara at Berkeley,sahaara@berkeley.edu,FALSE,https://www.instagram.com/berkeleysahaara/,FALSE,https://www.facebook.com/BerkeleySahaara,
Sales and Trading Club at Berkeley,berkeleyfinanceclub@gmail.com,FALSE,https://www.instagram.com/berkeleyfinanceclub,FALSE,https://www.facebook.com/berkeleyfinanceclub,
Salsa at Cal,salsaatcal@gmail.com,FALSE,,FALSE,https://www.facebook.com/SalsaAtCalBerkeley/,
Saudi Arabian Association at Berkeley,berkeley.saab@gmail.com,FALSE,https://instagram.com/berkeley.saab,FALSE,https://www.facebook.com/groups/562707300485246/?fb_dtsg_ag=AdyXzXY4R7ZcgjDerBLNwbOBdvamfcWCUDOG0tQmhkmMiw%3AAdxaxE-SyawvWFGeXolyPViEX53K8yo3sHBdbf2cvSBCPA,
Scepter AI,titaniumtitan@berkeley.edu,FALSE,,FALSE,,
Scholars of Finance,uc-berkeley@scholarsoffinance.org,FALSE,,FALSE,,
School of Public Health Student Government,sphsg@berkeley.edu,FALSE,,FALSE,https://www.facebook.com/SPHStudentGov,
School Psychology Student Association,spsa.info@gmail.com,FALSE,https://www.instagram.com/ucberkeley_schoolpsych/,FALSE,,
Science Fiction and Fantasy Short Story Workshop,scifiandfantasywritersworkshop@gmail.com,FALSE,http://www.instagram.com/sffwwb,FALSE,http://facebook.com/groups/sffww,
Science Leadership and Management,berkeley.SLAM@gmail.com,FALSE,,FALSE,https://www.facebook.com/UCBerkeleySLAM/,
Science Olympiad at Berkeley,goldengatescioly@gmail.com,FALSE,,FALSE,,
Science Policy Group at Berkeley,calscipol@gmail.com,FALSE,,FALSE,,
SDG Undergraduate Research Group,surg.berkeley@gmail.com,FALSE,https://www.instagram.com/surg.berkeley/,FALSE,https://www.facebook.com/surgberkeley/,
SEAONC at Berkeley,calseaonc@gmail.com,FALSE,,FALSE,,
Seed Base Consulting,seedbaseconsulting@gmail.com,FALSE,https://www.instagram.com/sbcberkeley/?hl=en,FALSE,https://www.facebook.com/SBCberkeley/,
"SEEDS: Strategies for Ecology, Education, Diversity, and Sustainability",seeds.ucb@gmail.com,FALSE,https://www.instagram.com/seedsberkeley/,FALSE,,
SEMM DSR,calsemmdsr@gmail.com,FALSE,,FALSE,,
Service Group Category (undergraduate) - Advised by Millicent Morris Chaney,lead@berkeley.edu,FALSE,https://www.instagram.com/theleadcenter/,FALSE,https://www.facebook.com/LEADCenter,
Sexual Orientation & Gender Advocacy (GA Project),sogaga@berkeley.edu,FALSE,,FALSE,,
Sigma Alpha Mu,calsam.prior@gmail.com,FALSE,,FALSE,https://www.facebook.com/cal.sammy?fref=ts,
Sigma Alpha Nu,sigmaalphanu.cal@gmail.com,FALSE,https://www.instagram.com/sigmaalphanu/,FALSE,https://www.facebook.com/UCB.SAN,
Sigma Epsilon Omega,info@sigmaepsilonomega.org,FALSE,,FALSE,,
"Sigma Gamma Rho Sorority, Inc.",betapsichapter1958@gmail.com,FALSE,,FALSE,,
Sigma Kappa,lambdaskpresident@gmail.com,FALSE,https://www.instagram.com/calsigmakappa/,FALSE,https://www.facebook.com/calsigmakappa,
Sigma Mu Delta,ucbsmdpresident@gmail.com,FALSE,http://www.instagram.com/berkeleysmd,FALSE,https://www.facebook.com/SigmaMuDeltaBetaChapter?fref=ts,
Sigma Nu,ckeesey@berkeley.edu,FALSE,https://www.instagram.com/calsigmanu/,FALSE,https://www.facebook.com/SigmaNuBerkeley,
Sigma Omicron Pi,alphasopipresident@gmail.com,FALSE,,FALSE,,
"Sigma Pi Alpha Sorority, Inc.",alphachapter.president1996@gmail.com,FALSE,https://www.instagram.com/berkeleyellas/,FALSE,,
"Sigma Psi Zeta Sorority, Inc.",ucbsyz@gmail.com,FALSE,http://instagram.com/berkeley.syz/,FALSE,https://www.facebook.com/ucb.syz/,
Sikh Law Association of Berkeley,avneetsandhu@berkeley.edu,FALSE,https://www.instagram.com/berkeleysikhlaw/,FALSE,,
Sikh Students Association,ucbssa@gmail.com,FALSE,https://www.instagram.com/ucbssa/?hl=en,FALSE,http://www.facebook.com/ucbssa,
Singapore Student Association (formerly Singapore Malaysia Student Association),contactus@ssa.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/pages/Singapore-Malaysia-Student-Association-SMSA-UC-Berkeley/735404916581165?fref=ts,
Sketchicho!,sketchicho.ucb@gmail.com,FALSE,,FALSE,,
Ski and Snowboard Team at Berkeley,calskiandsnowboardteam@gmail.com,FALSE,https://www.instagram.com/calskiteamnumber1/,FALSE,https://www.facebook.com/pages/Cal-Ski-and-Snowboard-Team/232049213520944,
SKY Campus Happiness Club at Berkeley,club@skyhappiness.berkeley.edu,FALSE,https://www.instagram.com/skyberkeley/,FALSE,https://www.facebook.com/SKY-Happiness-Club-at-Berkeley-100115094917180/,
"Smart Ass, The",smartass@caldems.com,FALSE,,FALSE,,
Smash At Berkeley,smashatberkeley@gmail.com,FALSE,,FALSE,https://www.facebook.com/smashatberkeley,
Social Welfare Anti-Ableism Caucus (SWAAC),anti.ableism.caucus@gmail.com,FALSE,,FALSE,,
Society for Conservation Biology Berkeley Chapter,consbio@lists.berkeley.edu,FALSE,,FALSE,https://www.facebook.com/groups/131688207009963/?epa=SEARCH_BOX,
Society of Engineering Sciences,berkeleyses@gmail.com,FALSE,https://www.instagram.com/berkeley_ses/,FALSE,http://www.facebook.com/berkeleyses,
Society of Linguistics Undergraduate Students,calslugs@gmail.com,FALSE,,FALSE,https://www.facebook.com/groups/calslugs,
Society of Physics Students at Berkeley,admin@sps.berkeley.edu,FALSE,https://www.instagram.com/sps_berkeley/,FALSE,https://www.facebook.com/groups/474568829304662/,
Society of Women Engineers,swe.berkeley@gmail.com,FALSE,https://www.instagram.com/ucb_swe/?hl=en,FALSE,https://www.facebook.com/SWE-UC-Berkeley-110515020740706,
Socra Medica,socramedica@gmail.com,FALSE,,FALSE,https://www.instagram.com/berkeley_socramedica/,
Songwriting at Berkeley,songwriting.at.berkeley@gmail.com,FALSE,https://www.instagram.com/songwritingatberkeley/feed/,FALSE,https://www.facebook.com/SongwritingAtBerkeley/,
South Indian Society,mangai@berkeley.edu,FALSE,https://www.instagram.com/ucbsouthindiansociety/?hl=en,FALSE,https://www.facebook.com/UCBSouthIndianSociety/?fref=ts,
